"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Hengitettävät hiukkaset <10 µm [µg/m3]","Pienhiukkaset <2.5 µm [µg/m3]"
"Jyväskylä Jyskä","2024","3","5","00:00","2.8","2.4"
"Jyväskylä Jyskä","2024","3","5","01:00","2.6","2.3"
"Jyväskylä Jyskä","2024","3","5","02:00","2.7","2.4"
"Jyväskylä Jyskä","2024","3","5","03:00","3.1","2.6"
"Jyväskylä Jyskä","2024","3","5","04:00","4.4","2.9"
"Jyväskylä Jyskä","2024","3","5","05:00","12.5","4"
"Jyväskylä Jyskä","2024","3","5","06:00","14.4","5"
"Jyväskylä Jyskä","2024","3","5","07:00","18.8","5.9"
"Jyväskylä Jyskä","2024","3","5","08:00","4.6","2.9"
"Jyväskylä Jyskä","2024","3","5","09:00","3.4","2"
"Jyväskylä Jyskä","2024","3","5","10:00","3.5","1.9"
"Jyväskylä Jyskä","2024","3","5","11:00","5.8","1.8"
"Jyväskylä Jyskä","2024","3","5","12:00","4","1.4"
"Jyväskylä Jyskä","2024","3","5","13:00","1.8","1.1"
"Jyväskylä Jyskä","2024","3","5","14:00","3.7","1.4"
"Jyväskylä Jyskä","2024","3","5","15:00","2.4","1.3"
"Jyväskylä Jyskä","2024","3","5","16:00","3","2.1"
"Jyväskylä Jyskä","2024","3","5","17:00","7.9","3.4"
"Jyväskylä Jyskä","2024","3","5","18:00","13","8.7"
"Jyväskylä Jyskä","2024","3","5","19:00","13.6","9"
"Jyväskylä Jyskä","2024","3","5","20:00","25.8","13.7"
"Jyväskylä Jyskä","2024","3","5","21:00","15.2","10"
"Jyväskylä Jyskä","2024","3","5","22:00","19.4","14.1"
"Jyväskylä Jyskä","2024","3","5","23:00","13.1","7.7"
"Jyväskylä Jyskä","2024","3","6","00:00","14.8","7.6"
"Jyväskylä Jyskä","2024","3","6","01:00","16.9","6.9"
"Jyväskylä Jyskä","2024","3","6","02:00","16.3","7.6"
"Jyväskylä Jyskä","2024","3","6","03:00","12.1","6.7"
"Jyväskylä Jyskä","2024","3","6","04:00","22.6","8.1"
"Jyväskylä Jyskä","2024","3","6","05:00","30.5","8.5"
"Jyväskylä Jyskä","2024","3","6","06:00","42.9","13.1"
"Jyväskylä Jyskä","2024","3","6","07:00","56.6","13"
"Jyväskylä Jyskä","2024","3","6","08:00","22.5","6.4"
"Jyväskylä Jyskä","2024","3","6","09:00","25.1","5.7"
"Jyväskylä Jyskä","2024","3","6","10:00","5.8","2.9"
"Jyväskylä Jyskä","2024","3","6","11:00","6.8","3.4"
"Jyväskylä Jyskä","2024","3","6","12:00","9.3","4.5"
"Jyväskylä Jyskä","2024","3","6","13:00","6.8","3"
"Jyväskylä Jyskä","2024","3","6","14:00","7.3","3.9"
"Jyväskylä Jyskä","2024","3","6","15:00","7","3.1"
"Jyväskylä Jyskä","2024","3","6","16:00","5.3","3.4"
"Jyväskylä Jyskä","2024","3","6","17:00","7","4.8"
"Jyväskylä Jyskä","2024","3","6","18:00","4.5","3.6"
"Jyväskylä Jyskä","2024","3","6","19:00","5","4.1"
"Jyväskylä Jyskä","2024","3","6","20:00","8","5.2"
"Jyväskylä Jyskä","2024","3","6","21:00","7.2","5.2"
"Jyväskylä Jyskä","2024","3","6","22:00","6.7","5.5"
"Jyväskylä Jyskä","2024","3","6","23:00","6.2","5.2"
"Jyväskylä Jyskä","2024","3","7","00:00","5.8","5"
"Jyväskylä Jyskä","2024","3","7","01:00","5.4","4.8"
"Jyväskylä Jyskä","2024","3","7","02:00","5.1","4.6"
"Jyväskylä Jyskä","2024","3","7","03:00","4.6","4.2"
"Jyväskylä Jyskä","2024","3","7","04:00","4.9","4.4"
"Jyväskylä Jyskä","2024","3","7","05:00","5.9","5.3"
"Jyväskylä Jyskä","2024","3","7","06:00","5.7","5"
"Jyväskylä Jyskä","2024","3","7","07:00","6.1","5"
"Jyväskylä Jyskä","2024","3","7","08:00","6.4","5.1"
"Jyväskylä Jyskä","2024","3","7","09:00","8.2","5.5"
"Jyväskylä Jyskä","2024","3","7","10:00","10.3","6.1"
"Jyväskylä Jyskä","2024","3","7","11:00","9.1","5.5"
"Jyväskylä Jyskä","2024","3","7","12:00","10.7","5"
"Jyväskylä Jyskä","2024","3","7","13:00","11.8","4.9"
"Jyväskylä Jyskä","2024","3","7","14:00","10.2","4.6"
"Jyväskylä Jyskä","2024","3","7","15:00","6.6","4.3"
"Jyväskylä Jyskä","2024","3","7","16:00","6.5","4.3"
"Jyväskylä Jyskä","2024","3","7","17:00","5.9","4.2"
"Jyväskylä Jyskä","2024","3","7","18:00","7.1","4.7"
"Jyväskylä Jyskä","2024","3","7","19:00","6.5","3.9"
"Jyväskylä Jyskä","2024","3","7","20:00","7","4.5"
"Jyväskylä Jyskä","2024","3","7","21:00","5.6","4"
"Jyväskylä Jyskä","2024","3","7","22:00","5","4.1"
"Jyväskylä Jyskä","2024","3","7","23:00","5.6","4.5"
"Jyväskylä Jyskä","2024","3","8","00:00","5.9","5.2"
"Jyväskylä Jyskä","2024","3","8","01:00","5.5","4.9"
"Jyväskylä Jyskä","2024","3","8","02:00","3.1","2.6"
"Jyväskylä Jyskä","2024","3","8","03:00","3.4","3"
"Jyväskylä Jyskä","2024","3","8","04:00","4","3.4"
"Jyväskylä Jyskä","2024","3","8","05:00","4.4","3"
"Jyväskylä Jyskä","2024","3","8","06:00","5.2","3.3"
"Jyväskylä Jyskä","2024","3","8","07:00","5.5","3.4"
"Jyväskylä Jyskä","2024","3","8","08:00","5.2","3.1"
"Jyväskylä Jyskä","2024","3","8","09:00","4.5","3.1"
"Jyväskylä Jyskä","2024","3","8","10:00","5","3.1"
"Jyväskylä Jyskä","2024","3","8","11:00","5.4","3.1"
"Jyväskylä Jyskä","2024","3","8","12:00","4.5","2.6"
"Jyväskylä Jyskä","2024","3","8","13:00","4.5","2.6"
"Jyväskylä Jyskä","2024","3","8","14:00","3.3","1.8"
"Jyväskylä Jyskä","2024","3","8","15:00","3.1","1.3"
"Jyväskylä Jyskä","2024","3","8","16:00","5.1","2.5"
"Jyväskylä Jyskä","2024","3","8","17:00","6","2.4"
"Jyväskylä Jyskä","2024","3","8","18:00","5.7","2.6"
"Jyväskylä Jyskä","2024","3","8","19:00","6.3","2.3"
"Jyväskylä Jyskä","2024","3","8","20:00","5.5","2.7"
"Jyväskylä Jyskä","2024","3","8","21:00","3.7","1.8"
"Jyväskylä Jyskä","2024","3","8","22:00","4.1","1.7"
"Jyväskylä Jyskä","2024","3","8","23:00","3.3","1.8"
"Jyväskylä Jyskä","2024","3","9","00:00","4.8","3"
"Jyväskylä Jyskä","2024","3","9","01:00","3.9","2"
"Jyväskylä Jyskä","2024","3","9","02:00","3.4","1.7"
"Jyväskylä Jyskä","2024","3","9","03:00","2.4","1.3"
"Jyväskylä Jyskä","2024","3","9","04:00","2.1","1.2"
"Jyväskylä Jyskä","2024","3","9","05:00","1.8","1.1"
"Jyväskylä Jyskä","2024","3","9","06:00","2","1.1"
"Jyväskylä Jyskä","2024","3","9","07:00","2.5","1.3"
"Jyväskylä Jyskä","2024","3","9","08:00","2.5","1.3"
"Jyväskylä Jyskä","2024","3","9","09:00","2.2","0.8"
"Jyväskylä Jyskä","2024","3","9","10:00","4.1","1.1"
"Jyväskylä Jyskä","2024","3","9","11:00","4","1.3"
"Jyväskylä Jyskä","2024","3","9","12:00","5","1.2"
"Jyväskylä Jyskä","2024","3","9","13:00","4.6","1.1"
"Jyväskylä Jyskä","2024","3","9","14:00","5","1.5"
"Jyväskylä Jyskä","2024","3","9","15:00","6.2","1.8"
"Jyväskylä Jyskä","2024","3","9","16:00","13.4","4.3"
"Jyväskylä Jyskä","2024","3","9","17:00","46.8","13.9"
"Jyväskylä Jyskä","2024","3","9","18:00","52.7","15.8"
"Jyväskylä Jyskä","2024","3","9","19:00","71.3","20.3"
"Jyväskylä Jyskä","2024","3","9","20:00","72.2","20.4"
"Jyväskylä Jyskä","2024","3","9","21:00","71.4","20.6"
"Jyväskylä Jyskä","2024","3","9","22:00","80.6","19.7"
"Jyväskylä Jyskä","2024","3","9","23:00","58.4","14.3"
"Jyväskylä Jyskä","2024","3","10","00:00","36.7","9.3"
"Jyväskylä Jyskä","2024","3","10","01:00","22.5","6.1"
"Jyväskylä Jyskä","2024","3","10","02:00","31.9","7.1"
"Jyväskylä Jyskä","2024","3","10","03:00","16.9","4.7"
"Jyväskylä Jyskä","2024","3","10","04:00","9.9","3.1"
"Jyväskylä Jyskä","2024","3","10","05:00","5.9","2.1"
"Jyväskylä Jyskä","2024","3","10","06:00","5.3","1.9"
"Jyväskylä Jyskä","2024","3","10","07:00","4.5","1.7"
"Jyväskylä Jyskä","2024","3","10","08:00","6.8","2.2"
"Jyväskylä Jyskä","2024","3","10","09:00","30.1","6"
"Jyväskylä Jyskä","2024","3","10","10:00","72.9","12.2"
"Jyväskylä Jyskä","2024","3","10","11:00","74.9","13.1"
"Jyväskylä Jyskä","2024","3","10","12:00","63.6","11.2"
"Jyväskylä Jyskä","2024","3","10","13:00","67.2","11.6"
"Jyväskylä Jyskä","2024","3","10","14:00","76.6","13"
"Jyväskylä Jyskä","2024","3","10","15:00","156.3","26.1"
"Jyväskylä Jyskä","2024","3","10","16:00","30.7","7.4"
"Jyväskylä Jyskä","2024","3","10","17:00","16","6.2"
"Jyväskylä Jyskä","2024","3","10","18:00","9.3","4.5"
"Jyväskylä Jyskä","2024","3","10","19:00","9.1","5.6"
"Jyväskylä Jyskä","2024","3","10","20:00","7","4.4"
"Jyväskylä Jyskä","2024","3","10","21:00","6.1","3.7"
"Jyväskylä Jyskä","2024","3","10","22:00","4.2","2.1"
"Jyväskylä Jyskä","2024","3","10","23:00","4.4","2.1"
"Jyväskylä Jyskä","2024","3","11","00:00","5.2","2.3"
"Jyväskylä Jyskä","2024","3","11","01:00","7.1","2.7"
"Jyväskylä Jyskä","2024","3","11","02:00","6.1","2.6"
"Jyväskylä Jyskä","2024","3","11","03:00","4.5","2.5"
"Jyväskylä Jyskä","2024","3","11","04:00","6.3","2.8"
"Jyväskylä Jyskä","2024","3","11","05:00","7.5","3"
"Jyväskylä Jyskä","2024","3","11","06:00","19.4","5.7"
"Jyväskylä Jyskä","2024","3","11","07:00","19.9","6"
"Jyväskylä Jyskä","2024","3","11","08:00","25.4","6.1"
"Jyväskylä Jyskä","2024","3","11","09:00","34.6","6.9"
"Jyväskylä Jyskä","2024","3","11","10:00","31.3","6.6"
"Jyväskylä Jyskä","2024","3","11","11:00","34","6.4"
"Jyväskylä Jyskä","2024","3","11","12:00","28","5.4"
"Jyväskylä Jyskä","2024","3","11","13:00","16.1","3.4"
"Jyväskylä Jyskä","2024","3","11","14:00","11.6","2.5"
"Jyväskylä Jyskä","2024","3","11","15:00","44.7","8"
"Jyväskylä Jyskä","2024","3","11","16:00","20.3","4.9"
"Jyväskylä Jyskä","2024","3","11","17:00","54.4","12.6"
"Jyväskylä Jyskä","2024","3","11","18:00","33","16.8"
"Jyväskylä Jyskä","2024","3","11","19:00","27.9","14.6"
"Jyväskylä Jyskä","2024","3","11","20:00","21.7","9.8"
"Jyväskylä Jyskä","2024","3","11","21:00","16.9","10.6"
"Jyväskylä Jyskä","2024","3","11","22:00","15.2","6.7"
"Jyväskylä Jyskä","2024","3","11","23:00","13","5.1"
"Jyväskylä Jyskä","2024","3","12","00:00","10.1","4.4"
"Jyväskylä Jyskä","2024","3","12","01:00","8.2","3.8"
"Jyväskylä Jyskä","2024","3","12","02:00","6.4","3.8"
"Jyväskylä Jyskä","2024","3","12","03:00","11.3","4.8"
"Jyväskylä Jyskä","2024","3","12","04:00","10","4.3"
"Jyväskylä Jyskä","2024","3","12","05:00","15.2","4.9"
"Jyväskylä Jyskä","2024","3","12","06:00","36.1","8.4"
"Jyväskylä Jyskä","2024","3","12","07:00","85.4","17.3"
"Jyväskylä Jyskä","2024","3","12","08:00","70.6","14.6"
"Jyväskylä Jyskä","2024","3","12","09:00","73.4","13.1"
"Jyväskylä Jyskä","2024","3","12","10:00","109.1","16.2"
"Jyväskylä Jyskä","2024","3","12","11:00","71","11.9"
"Jyväskylä Jyskä","2024","3","12","12:00","50","9.5"
"Jyväskylä Jyskä","2024","3","12","13:00","33.1","6.7"
"Jyväskylä Jyskä","2024","3","12","14:00","61.3","10.5"
"Jyväskylä Jyskä","2024","3","12","15:00","79.3","13.5"
"Jyväskylä Jyskä","2024","3","12","16:00","61.8","11.8"
"Jyväskylä Jyskä","2024","3","12","17:00","19.5","8.2"
"Jyväskylä Jyskä","2024","3","12","18:00","28.5","12"
"Jyväskylä Jyskä","2024","3","12","19:00","21.9","14.1"
"Jyväskylä Jyskä","2024","3","12","20:00","12","8.2"
"Jyväskylä Jyskä","2024","3","12","21:00","6.8","4.2"
"Jyväskylä Jyskä","2024","3","12","22:00","10.5","4.3"
"Jyväskylä Jyskä","2024","3","12","23:00","7.4","3.8"
"Jyväskylä Jyskä","2024","3","13","00:00","5.8","3.6"
"Jyväskylä Jyskä","2024","3","13","01:00","7.2","3.6"
"Jyväskylä Jyskä","2024","3","13","02:00","8.9","3.9"
"Jyväskylä Jyskä","2024","3","13","03:00","7.1","3.8"
"Jyväskylä Jyskä","2024","3","13","04:00","9.3","4.1"
"Jyväskylä Jyskä","2024","3","13","05:00","11.6","4.5"
"Jyväskylä Jyskä","2024","3","13","06:00","21.3","6.5"
"Jyväskylä Jyskä","2024","3","13","07:00","23.8","7.2"
"Jyväskylä Jyskä","2024","3","13","08:00","26.1","8"
"Jyväskylä Jyskä","2024","3","13","09:00","61.1","13.3"
"Jyväskylä Jyskä","2024","3","13","10:00","80.1","15.9"
"Jyväskylä Jyskä","2024","3","13","11:00","50.3","12.6"
"Jyväskylä Jyskä","2024","3","13","12:00","45.9","12.9"
"Jyväskylä Jyskä","2024","3","13","13:00","55.1","14.4"
"Jyväskylä Jyskä","2024","3","13","14:00","60.4","15.4"
"Jyväskylä Jyskä","2024","3","13","15:00","62.5","15.8"
"Jyväskylä Jyskä","2024","3","13","16:00","36.9","13"
"Jyväskylä Jyskä","2024","3","13","17:00","25","12"
"Jyväskylä Jyskä","2024","3","13","18:00","19.8","11.2"
"Jyväskylä Jyskä","2024","3","13","19:00","16.1","11.3"
"Jyväskylä Jyskä","2024","3","13","20:00","16.1","11.9"
"Jyväskylä Jyskä","2024","3","13","21:00","13.8","11.2"
"Jyväskylä Jyskä","2024","3","13","22:00","13.2","11.7"
"Jyväskylä Jyskä","2024","3","13","23:00","13.9","12.6"
"Jyväskylä Jyskä","2024","3","14","00:00","12.5","11.6"
"Jyväskylä Jyskä","2024","3","14","01:00","11.5","10.7"
"Jyväskylä Jyskä","2024","3","14","02:00","9.5","8.9"
"Jyväskylä Jyskä","2024","3","14","03:00","7","6.5"
"Jyväskylä Jyskä","2024","3","14","04:00","7.3","6.8"
"Jyväskylä Jyskä","2024","3","14","05:00","9.9","8.7"
"Jyväskylä Jyskä","2024","3","14","06:00","12.5","9.5"
"Jyväskylä Jyskä","2024","3","14","07:00","15","9.6"
"Jyväskylä Jyskä","2024","3","14","08:00","12.5","8.9"
"Jyväskylä Jyskä","2024","3","14","09:00","11.4","8.5"
"Jyväskylä Jyskä","2024","3","14","10:00","12.6","8.7"
"Jyväskylä Jyskä","2024","3","14","11:00","11.7","8.7"
"Jyväskylä Jyskä","2024","3","14","12:00","9.2","6.8"
"Jyväskylä Jyskä","2024","3","14","13:00","5.8","4.6"
"Jyväskylä Jyskä","2024","3","14","14:00","5.2","3.2"
"Jyväskylä Jyskä","2024","3","14","15:00","3.3","1.8"
"Jyväskylä Jyskä","2024","3","14","16:00","4","1.8"
"Jyväskylä Jyskä","2024","3","14","17:00","3.6","1.7"
"Jyväskylä Jyskä","2024","3","14","18:00","4.3","2.8"
"Jyväskylä Jyskä","2024","3","14","19:00","6.9","5.4"
"Jyväskylä Jyskä","2024","3","14","20:00","8.9","7.4"
"Jyväskylä Jyskä","2024","3","14","21:00","9.3","7.1"
"Jyväskylä Jyskä","2024","3","14","22:00","8.3","6.3"
"Jyväskylä Jyskä","2024","3","14","23:00","8.1","6.4"
"Jyväskylä Jyskä","2024","3","15","00:00","7.4","6.3"
"Jyväskylä Jyskä","2024","3","15","01:00","6.4","5.5"
"Jyväskylä Jyskä","2024","3","15","02:00","6.2","4.8"
"Jyväskylä Jyskä","2024","3","15","03:00","5.5","3.9"
"Jyväskylä Jyskä","2024","3","15","04:00","5","3.1"
"Jyväskylä Jyskä","2024","3","15","05:00","6.7","3.1"
"Jyväskylä Jyskä","2024","3","15","06:00","7.6","3.2"
"Jyväskylä Jyskä","2024","3","15","07:00","6.7","3.2"
"Jyväskylä Jyskä","2024","3","15","08:00","5.9","3"
"Jyväskylä Jyskä","2024","3","15","09:00","5.5","3.2"
"Jyväskylä Jyskä","2024","3","15","10:00","6","3.1"
"Jyväskylä Jyskä","2024","3","15","11:00","9.2","3.4"
"Jyväskylä Jyskä","2024","3","15","12:00","10.8","3.6"
"Jyväskylä Jyskä","2024","3","15","13:00","10.9","3.8"
"Jyväskylä Jyskä","2024","3","15","14:00","12.4","4.2"
"Jyväskylä Jyskä","2024","3","15","15:00","15.4","4.6"
"Jyväskylä Jyskä","2024","3","15","16:00","9.9","3.5"
"Jyväskylä Jyskä","2024","3","15","17:00","6.6","2.8"
"Jyväskylä Jyskä","2024","3","15","18:00","5.6","2.8"
"Jyväskylä Jyskä","2024","3","15","19:00","7","3.5"
"Jyväskylä Jyskä","2024","3","15","20:00","4.4","2.2"
"Jyväskylä Jyskä","2024","3","15","21:00","2.8","1.9"
"Jyväskylä Jyskä","2024","3","15","22:00","4.3","3.7"
"Jyväskylä Jyskä","2024","3","15","23:00","9.3","8.6"
"Jyväskylä Jyskä","2024","3","16","00:00","9.6","8.8"
"Jyväskylä Jyskä","2024","3","16","01:00","10","9.1"
"Jyväskylä Jyskä","2024","3","16","02:00","10.9","10.3"
"Jyväskylä Jyskä","2024","3","16","03:00","6.7","6.2"
"Jyväskylä Jyskä","2024","3","16","04:00","8.8","8.3"
"Jyväskylä Jyskä","2024","3","16","05:00","11","10.4"
"Jyväskylä Jyskä","2024","3","16","06:00","9.9","9.1"
"Jyväskylä Jyskä","2024","3","16","07:00","7.2","6"
"Jyväskylä Jyskä","2024","3","16","08:00","6.1","3.5"
"Jyväskylä Jyskä","2024","3","16","09:00","6.4","3.3"
"Jyväskylä Jyskä","2024","3","16","10:00","1.8","1.1"
"Jyväskylä Jyskä","2024","3","16","11:00","0.5","0.5"
"Jyväskylä Jyskä","2024","3","16","12:00","0.3","0.2"
"Jyväskylä Jyskä","2024","3","16","13:00","1.1","0.8"
"Jyväskylä Jyskä","2024","3","16","14:00","1.6","1.4"
"Jyväskylä Jyskä","2024","3","16","15:00","2.1","1.8"
"Jyväskylä Jyskä","2024","3","16","16:00","2.2","1.9"
"Jyväskylä Jyskä","2024","3","16","17:00","2.9","2.7"
"Jyväskylä Jyskä","2024","3","16","18:00","2.8","2.5"
"Jyväskylä Jyskä","2024","3","16","19:00","2.6","2.2"
"Jyväskylä Jyskä","2024","3","16","20:00","2.4","2.1"
"Jyväskylä Jyskä","2024","3","16","21:00","1.2","1"
"Jyväskylä Jyskä","2024","3","16","22:00","1","0.7"
"Jyväskylä Jyskä","2024","3","16","23:00","1","0.5"
"Jyväskylä Jyskä","2024","3","17","00:00","0.9","0.5"
"Jyväskylä Jyskä","2024","3","17","01:00","0.9","0.4"
"Jyväskylä Jyskä","2024","3","17","02:00","0.5","0.3"
"Jyväskylä Jyskä","2024","3","17","03:00","0.7","0.3"
"Jyväskylä Jyskä","2024","3","17","04:00","1","0.4"
"Jyväskylä Jyskä","2024","3","17","05:00","1","0.4"
"Jyväskylä Jyskä","2024","3","17","06:00","0.9","0.4"
"Jyväskylä Jyskä","2024","3","17","07:00","0.9","0.5"
"Jyväskylä Jyskä","2024","3","17","08:00","1.1","0.5"
"Jyväskylä Jyskä","2024","3","17","09:00","1.2","0.6"
"Jyväskylä Jyskä","2024","3","17","10:00","1.2","0.6"
"Jyväskylä Jyskä","2024","3","17","11:00","1","0.5"
"Jyväskylä Jyskä","2024","3","17","12:00","1.2","0.4"
"Jyväskylä Jyskä","2024","3","17","13:00","1.8","0.6"
"Jyväskylä Jyskä","2024","3","17","14:00","1.6","0.5"
"Jyväskylä Jyskä","2024","3","17","15:00","1.3","0.6"
"Jyväskylä Jyskä","2024","3","17","16:00","1.8","0.7"
"Jyväskylä Jyskä","2024","3","17","17:00","2.6","1.7"
"Jyväskylä Jyskä","2024","3","17","18:00","3.6","2.3"
"Jyväskylä Jyskä","2024","3","17","19:00","4.3","2.1"
"Jyväskylä Jyskä","2024","3","17","20:00","5","3"
"Jyväskylä Jyskä","2024","3","17","21:00","3.1","1.2"
"Jyväskylä Jyskä","2024","3","17","22:00","3","1.1"
"Jyväskylä Jyskä","2024","3","17","23:00","2.3","0.8"
"Jyväskylä Jyskä","2024","3","18","00:00","2.6","0.9"
"Jyväskylä Jyskä","2024","3","18","01:00","5.2","1.4"
"Jyväskylä Jyskä","2024","3","18","02:00","15.4","2.9"
"Jyväskylä Jyskä","2024","3","18","03:00","14.4","2.9"
"Jyväskylä Jyskä","2024","3","18","04:00","29","5.2"
"Jyväskylä Jyskä","2024","3","18","05:00","59","9"
"Jyväskylä Jyskä","2024","3","18","06:00","45.3","8"
"Jyväskylä Jyskä","2024","3","18","07:00","47.1","8.6"
"Jyväskylä Jyskä","2024","3","18","08:00","16.8","3.4"
"Jyväskylä Jyskä","2024","3","18","09:00","28","5.4"
"Jyväskylä Jyskä","2024","3","18","10:00","16.1","3.5"
"Jyväskylä Jyskä","2024","3","18","11:00","8.9","2.1"
"Jyväskylä Jyskä","2024","3","18","12:00","3.8","1.1"
"Jyväskylä Jyskä","2024","3","18","13:00","2.9","1.1"
"Jyväskylä Jyskä","2024","3","18","14:00","4","1.3"
"Jyväskylä Jyskä","2024","3","18","15:00","7.1","2.2"
"Jyväskylä Jyskä","2024","3","18","16:00","55.2","9.6"
"Jyväskylä Jyskä","2024","3","18","17:00","33.9","11.4"
"Jyväskylä Jyskä","2024","3","18","18:00","31.4","14.9"
"Jyväskylä Jyskä","2024","3","18","19:00","39.5","13.2"
"Jyväskylä Jyskä","2024","3","18","20:00","33","8.1"
"Jyväskylä Jyskä","2024","3","18","21:00","17.1","4.9"
"Jyväskylä Jyskä","2024","3","18","22:00","20.7","5.2"
"Jyväskylä Jyskä","2024","3","18","23:00","12.3","4"
"Jyväskylä Jyskä","2024","3","19","00:00","14.8","4.3"
"Jyväskylä Jyskä","2024","3","19","01:00","8.9","3.5"
"Jyväskylä Jyskä","2024","3","19","02:00","27.5","5.6"
"Jyväskylä Jyskä","2024","3","19","03:00","14.1","4.5"
"Jyväskylä Jyskä","2024","3","19","04:00","22.5","5.4"
"Jyväskylä Jyskä","2024","3","19","05:00","65.1","11"
"Jyväskylä Jyskä","2024","3","19","06:00","96.1","17.1"
"Jyväskylä Jyskä","2024","3","19","07:00","82.9","15.5"
"Jyväskylä Jyskä","2024","3","19","08:00","54.9","11.1"
"Jyväskylä Jyskä","2024","3","19","09:00","65.4","12.9"
"Jyväskylä Jyskä","2024","3","19","10:00","40","8.7"
"Jyväskylä Jyskä","2024","3","19","11:00","31.8","7.4"
"Jyväskylä Jyskä","2024","3","19","12:00","25.2","5.8"
"Jyväskylä Jyskä","2024","3","19","13:00","25.6","5.7"
"Jyväskylä Jyskä","2024","3","19","14:00","35.4","7.3"
"Jyväskylä Jyskä","2024","3","19","15:00","30","6.9"
"Jyväskylä Jyskä","2024","3","19","16:00","22","5.6"
"Jyväskylä Jyskä","2024","3","19","17:00","22.4","5.5"
"Jyväskylä Jyskä","2024","3","19","18:00","13.5","4.5"
"Jyväskylä Jyskä","2024","3","19","19:00","7.2","3.9"
"Jyväskylä Jyskä","2024","3","19","20:00","5.4","3.4"
"Jyväskylä Jyskä","2024","3","19","21:00","5","3.6"
"Jyväskylä Jyskä","2024","3","19","22:00","5.2","3.9"
"Jyväskylä Jyskä","2024","3","19","23:00","5.7","4.5"
"Jyväskylä Jyskä","2024","3","20","00:00","6.5","5"
"Jyväskylä Jyskä","2024","3","20","01:00","7.4","5.8"
"Jyväskylä Jyskä","2024","3","20","02:00","8.5","6.9"
"Jyväskylä Jyskä","2024","3","20","03:00","9.4","7.6"
"Jyväskylä Jyskä","2024","3","20","04:00","9.7","8.2"
"Jyväskylä Jyskä","2024","3","20","05:00","10.6","9.3"
"Jyväskylä Jyskä","2024","3","20","06:00","10.3","8.6"
"Jyväskylä Jyskä","2024","3","20","07:00","9.1","7.5"
"Jyväskylä Jyskä","2024","3","20","08:00","7.5","6.5"
"Jyväskylä Jyskä","2024","3","20","09:00","8.1","6.8"
"Jyväskylä Jyskä","2024","3","20","10:00","7.9","6.6"
"Jyväskylä Jyskä","2024","3","20","11:00","6.7","5.5"
"Jyväskylä Jyskä","2024","3","20","12:00","5.7","4.6"
"Jyväskylä Jyskä","2024","3","20","13:00","5.9","4.8"
"Jyväskylä Jyskä","2024","3","20","14:00","6.1","4.5"
"Jyväskylä Jyskä","2024","3","20","15:00","3.9","2.9"
"Jyväskylä Jyskä","2024","3","20","16:00","3.7","1.8"
"Jyväskylä Jyskä","2024","3","20","17:00","3.9","2.3"
"Jyväskylä Jyskä","2024","3","20","18:00","5.1","2.9"
"Jyväskylä Jyskä","2024","3","20","19:00","4","2.5"
"Jyväskylä Jyskä","2024","3","20","20:00","2.5","1.6"
"Jyväskylä Jyskä","2024","3","20","21:00","1.9","1.3"
"Jyväskylä Jyskä","2024","3","20","22:00","1.6","1.2"
"Jyväskylä Jyskä","2024","3","20","23:00","2","1.4"
"Jyväskylä Jyskä","2024","3","21","00:00","1.9","1.3"
"Jyväskylä Jyskä","2024","3","21","01:00","2.1","1.3"
"Jyväskylä Jyskä","2024","3","21","02:00","2.2","1.4"
"Jyväskylä Jyskä","2024","3","21","03:00","2.2","1.4"
"Jyväskylä Jyskä","2024","3","21","04:00","8.4","2.6"
"Jyväskylä Jyskä","2024","3","21","05:00","18","4.7"
"Jyväskylä Jyskä","2024","3","21","06:00","10.4","3.8"
"Jyväskylä Jyskä","2024","3","21","07:00","7.9","3"
"Jyväskylä Jyskä","2024","3","21","08:00","7","2.8"
"Jyväskylä Jyskä","2024","3","21","09:00","7.2","2.5"
"Jyväskylä Jyskä","2024","3","21","10:00","13.2","2.8"
"Jyväskylä Jyskä","2024","3","21","11:00","14.1","3.1"
"Jyväskylä Jyskä","2024","3","21","12:00","15.3","3.6"
"Jyväskylä Jyskä","2024","3","21","13:00","14.2","3.6"
"Jyväskylä Jyskä","2024","3","21","14:00","16.4","4.3"
"Jyväskylä Jyskä","2024","3","21","15:00","18.9","4.8"
"Jyväskylä Jyskä","2024","3","21","16:00","14.8","3.9"
"Jyväskylä Jyskä","2024","3","21","17:00","9.9","3.2"
"Jyväskylä Jyskä","2024","3","21","18:00","8.6","3.3"
"Jyväskylä Jyskä","2024","3","21","19:00","6.6","2.7"
"Jyväskylä Jyskä","2024","3","21","20:00","5.7","2.7"
"Jyväskylä Jyskä","2024","3","21","21:00","5.4","2.7"
"Jyväskylä Jyskä","2024","3","21","22:00","6.6","3.1"
"Jyväskylä Jyskä","2024","3","21","23:00","6.6","3.3"
"Jyväskylä Jyskä","2024","3","22","00:00","8.6","3.6"
"Jyväskylä Jyskä","2024","3","22","01:00","4","2.1"
"Jyväskylä Jyskä","2024","3","22","02:00","3.5","1.9"
"Jyväskylä Jyskä","2024","3","22","03:00","2.8","1.6"
"Jyväskylä Jyskä","2024","3","22","04:00","5.6","2"
"Jyväskylä Jyskä","2024","3","22","05:00","5.4","2.3"
